Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,142.380005,146.220001,141.820007,145.169998,134.479416,2545400
2016-12-02,145.009995,147.429993,144.669998,145.100006,134.414566,1418000
2016-12-05,145.059998,145.529999,142.770004,144.089996,133.478928,1858900
2016-12-06,144.440002,144.919998,142.910004,143.550003,132.978699,1019500
2016-12-07,143.539993,145.600006,142.710007,145.199997,134.507172,1435700
2016-12-08,145.259995,147.500000,143.610001,146.610001,135.813385,960000
2016-12-09,147.000000,147.000000,144.360001,145.880005,135.137146,1060200
2016-12-12,145.220001,145.990005,142.699997,145.789993,135.053726,1342900
2016-12-13,146.410004,147.250000,145.070007,146.580002,135.785522,1075400
2016-12-14,146.610001,146.610001,143.770004,144.690002,134.034744,1201400
2016-12-15,145.380005,145.470001,143.190002,143.669998,133.089890,1429400
2016-12-16,144.350006,145.869995,143.600006,145.460007,134.748062,1874800
2016-12-19,145.809998,146.979996,144.320007,144.880005,134.210770,966500
2016-12-20,145.500000,148.259995,144.940002,147.660004,136.786041,1449300
2016-12-21,146.910004,147.479996,144.149994,144.979996,134.303391,960500
2016-12-22,145.240005,145.460007,143.860001,144.580002,133.932846,947700
2016-12-23,144.830002,146.039993,144.000000,146.020004,135.266830,428700
2016-12-27,146.020004,147.139999,145.410004,145.679993,134.951874,361100
2016-12-28,145.750000,146.600006,144.009995,144.259995,133.636429,950400
2016-12-29,144.750000,145.949997,144.330002,144.759995,134.099640,571400
2016-12-30,144.880005,145.500000,143.110001,143.770004,133.182480,1085700
2017-01-03,144.539993,144.779999,140.500000,143.240005,132.691513,1525800
2017-01-04,142.679993,143.850006,140.860001,143.050003,132.515533,1250500
2017-01-05,143.029999,145.889999,143.000000,144.570007,133.923584,1646000
2017-01-06,144.380005,144.759995,143.279999,144.350006,133.719833,1105600
2017-01-09,143.240005,143.740005,142.460007,142.789993,132.274673,906700
2017-01-10,142.389999,147.490005,142.039993,146.339996,135.563248,1637600
2017-01-11,146.190002,146.740005,143.990005,145.830002,135.090805,950400
2017-01-12,144.770004,148.389999,144.339996,148.190002,137.276993,2013800
2017-01-13,148.369995,149.580002,147.410004,148.529999,137.591949,1405200
2017-01-17,147.190002,148.050003,145.309998,146.750000,135.943039,956500
2017-01-18,147.419998,147.850006,145.970001,147.220001,136.378418,1760000
2017-01-19,146.949997,149.949997,144.440002,148.110001,137.202927,2091000
2017-01-20,149.020004,151.990005,149.000000,150.630005,139.537338,1961400
2017-01-23,150.000000,150.600006,146.779999,150.160004,139.101944,2051400
2017-01-24,150.000000,152.550003,148.809998,150.229996,139.166763,1609500
2017-01-25,150.750000,154.610001,150.750000,153.710007,142.390533,1967200
2017-01-26,153.080002,153.789993,151.919998,152.399994,141.176926,1434000
2017-01-27,153.050003,154.240005,152.020004,153.350006,142.057037,1760200
2017-01-30,154.449997,154.479996,152.160004,154.179993,142.825836,2243700
2017-01-31,154.369995,154.970001,151.770004,154.139999,142.788818,2684100
